ProteinIndex,Hydropathy,FCR,IDR,LCR,Pscore,PLAAC,catGRANULE,Score
A0A2K1KGC9,0.497498797,0.168831169,0,0.055194805,2.63,-0.036,0.569242,1
A0A2K1KIJ0,0.437132593,0.313193991,0.033964729,0.056825604,2.32,-0.165,0.844217,1
A0A3B6KDV6,0.44749088,0.20851819,0,0.033717835,1.77,-0.028,1.00355,1
A0A8D9GRW7,0.482508681,0.19140625,0,0.10546875,0.11,-0.112,0.699387,1
A0A3B6QFN0,0.464511334,0.217391304,0.08361204,0.123745819,0.49,-0.178,0.702425,1
A0A2K1JD40,0.409943796,0.359922179,0.303501946,0.254863813,0,-0.388,1.50143,1
A0A3Q7JWJ3,0.401970055,0.329787234,0.138297872,0.173758865,0.45,-0.279,0.476783,1
A0A2K3CRQ2,0.474281696,0.123869801,0.008137432,0.439421338,9.4,0.282,2.93717,1
A0A1D5UZV0,0.478561477,0.203761755,0,0.010971787,0.95,-0.071,0.808083,1
Q75M15,0.456859094,0.245810056,0,0.094972067,2.53,-0.357,0.863427,1
A0A3Q7FCL5,0.469770197,0.243070362,0,0.023454158,-0.38,-0.334,0.516201,1
A0A1D6K8P1,0.435178035,0.204633205,0,0.11969112,3.48,-0.225,0.599414,1
A0A3B6TK15,0.443444829,0.197231834,0.302768166,0.242214533,1.24,0.264,0.18152,1
O65202,0.476957831,0.221385542,0,0,-0.51,-0.222,0.537388,1
A0A1D6HD45,0.428913999,0.256497175,0.036158192,0.032768362,2.55,-0.045,0.790163,1
A0A1D6HN61,0.504548844,0.203020134,0,0.159395973,-0.48,-0.235,0.802365,1
A0A2K3DQ62,0.449012346,0.133333333,0,0.263888889,1.11,0.181,-0.519108,1
P46897,0.355598622,0.34496124,0.399224806,0.182170543,2.81,-0.421,0.404123,1
A0A3B6SEH5,0.419545455,0.311363636,0.359090909,0.404545455,2.76,-0.145,0.719349,1
A0A3B6QGS1,0.437897311,0.171149144,0,0.129584352,4.14,0.176,0.944321,1
Q9LVI1,0.377705156,0.37254902,1,0,0.21,-0.515,0.00227063,1
A0A3B6HV26,0.455204678,0.218947368,0.084210526,0.073684211,1.8,-0.169,0.818129,1
Q8VZV8,0.424749048,0.289719626,0.074766355,0,-0.67,-0.268,0.474562,1
A0A3B6KP68,0.449792961,0.23757764,0,0.02173913,1.87,-0.152,1.70859,1
A0A7I4E044,0.435290007,0.179245283,0.305031447,0.232704403,3.84,0.126,0.552727,1
A0A1D6ECT3,0.422,0.201333333,0.332,0.286666667,5.18,0.214,1.15992,1
B6SW63,0.417772634,0.238425926,0.347222222,0.037037037,2.38,0.004,1.024,1
A0A804MAF4,0.444027405,0.241286863,0,0.289544236,2.68,0.024,-0.135584,1
A0A3B6KKT1,0.407736455,0.363636364,0.254132231,0.204545455,2.89,-0.285,0.720459,1
A0A3B6NWL9,0.518372703,0.165354331,0,0.078740157,NA,-0.374,1.31842,1
A0A3P5ZLS8,0.43869126,0.316205534,0,0.102766798,0.94,-0.423,0.796828,1
K7VBR0,0.520068527,0.177312775,0.017621145,0.077092511,0.13,-0.318,0.674883,1
A0A804MBN1,0.485030607,0.198664441,0,0.026711185,1.41,-0.091,1.16193,1
A0A2K3DNR0,0.418593848,0.35819209,0.401129944,0.334463277,3.5,-0.386,1.59446,1
A0A3P5Z6L3,0.508688245,0.155025554,0,0.090289608,0.11,-0.262,0.63099,1
A0A3Q7HFA2,0.46051374,0.216397849,0,0,0.6,-0.174,0.852352,1
A0A3B6C4X2,0.442129179,0.248296008,0,0.026290166,1.01,-0.062,1.09678,1
A0A0P0WAX0,0.498703058,0.195121951,0,0.113240418,0.4,-0.161,0.861745,1
A0A2K1JZM0,0.462751145,0.244743482,0,0.031118587,2.91,-0.12,0.616696,1
A0A3Q7HWA2,0.457924068,0.230407524,0,0.114420063,2.83,-0.052,0.293156,1
A0A3Q7IFL7,0.452372685,0.200520833,0.075520833,0.153645833,1.98,0.001,0.482256,1
A0A3Q7FNP4,0.562031558,0.138067061,0,0.076923077,0.29,-0.114,0.937476,1
A0A2K3DV43,0.408791103,0.283865401,0.310612597,0.623813632,4.86,0.143,1.73327,1
A0A804NCZ8,0.422332233,0.225742574,0.005940594,0.124752475,2.72,0.017,0.823144,1
Q9LV58,0.423123123,0.317567568,1,0,-0.1,-0.398,0.190994,1
A0A2K3E881,0.450617858,0.258724988,0.32759423,0.414146114,6.98,0.047,2.01802,1
A0A1D6E9W1,0.468864469,0.206043956,0,0,0.67,-0.19,0.86364,1
A0A2K3E413,0.488070175,0.174898785,0.000809717,0.140890688,1.71,-0.041,0.838597,1
A0A398A197,0.425976801,0.304029304,0.120879121,0.100732601,0.43,-0.308,1.20301,1
A0A2K1JKM0,0.497059532,0.186550976,0,0.060737527,0.73,-0.119,0.717078,1
A0A0P0WNU4,0.434226689,0.271356784,0.261306533,0.281407035,1.05,-0.344,1.14956,1
A0A398AIU5,0.425756877,0.301521438,0.026279391,0.052558783,3.43,-0.176,0.579893,1
A0A2K3CWU4,0.5171291,0.1053148,0.018315617,0.563368765,7.15,0.239,3.33536,1
A0A8D9LSY0,0.431818182,0.292929293,0.207070707,0.090909091,-1.37,-0.359,0.299592,1
Q2QTK4,0.421520468,0.322807018,0.536842105,0.105263158,1.26,-0.32,1.1145,1
K7VRH8,0.490655793,0.232415902,0,0,0,-0.439,0.602256,1
A0A3B6PSD8,0.425256253,0.287822878,0.372693727,0.446494465,0.41,0.024,0.0224939,1
F4K3F4,0.405418602,0.320471597,0.333333333,0.107181136,1.37,-0.024,1.23045,1
A0A397YVS9,0.393903638,0.380530973,0.296460177,0,0.27,-0.334,0.300556,1
Q53KK6,0.453812358,0.210459184,0.076530612,0.121173469,3.27,0.321,0.525953,1
A0A1D5UMD3,0.445489955,0.298892989,0.245387454,0.188191882,0.29,-0.381,0.464499,1
A0A3B6LV24,0.359154437,0.371069182,0.572327044,0.333333333,0.78,-0.071,0.647718,1
A0A2K3DX49,0.457535025,0.161600963,0.164911225,0.389106229,6.57,0.175,1.96142,1
A0A3P6D5I3,0.405579331,0.253922967,0.135520685,0.142653352,7.08,0.287,1.80719,1
Q5NAL3,0.435673931,0.179176755,0.518159806,0.305084746,3.72,0.171,1.15534,1
A0A8D9I6C4,0.412146308,0.322981366,0.254658385,0,-1.18,-0.363,0.0302696,1
A0A0P0WY62,0.49556657,0.161090458,0,0,1.16,-0.102,0.836637,1
A0A3B6RK67,0.451729213,0.304635762,0.254966887,0.162251656,0.45,-0.457,0.0266431,1
A0A3P5ZHR0,0.473255194,0.217368141,0.013319126,0.060202451,1.93,-0.113,1.20557,1
A0A3B6GLG3,0.449399399,0.262162162,0.102702703,0.1,0.84,-0.3,1.11209,1
A0A3B5Y3Y4,0.442394822,0.297330097,0.075242718,0.061893204,1.12,-0.263,1.14523,1
A0A0P0Y674,0.430592593,0.266666667,0.03,0.04,-0.53,-0.313,0.538613,1
B4FDL3,0.476702509,0.153225806,0.072580645,0.177419355,0.63,0.061,0.161509,1
Q9SJG7,0.46831723,0.282608696,0,0,-0.64,-0.428,0.365947,1
Q39232,0.552479965,0.148148148,0.023391813,0.074074074,0.32,-0.21,0.41858,1
A0A1P8BD20,0.555193798,0.142635659,0,0.021705426,0.31,-0.229,0.331545,1
A0A2K1KPI0,0.396600332,0.339552239,0.141791045,0.069962687,1.51,-0.245,1.15302,1
A0A804PN20,0.503084715,0.171270718,0,0.111878453,3.34,0.002,0.193036,1
Q5N7L4,0.340719516,0.358166189,1,0.446991404,5.09,-0.061,1.20997,1
Q2V4K7,0.42331675,0.119402985,0,0.250746269,2.69,0.199,0.822131,1
Q9LYF8,0.471212121,0.215077605,0,0.063192905,2.02,-0.218,1.16627,1
A0A7I4CZ80,0.452024255,0.208667737,0.054574639,0.048154093,1.66,0.061,0.832929,1
A0A3Q7FEK2,0.430232884,0.345959596,0,0.049242424,-0.1,-0.087,0.841995,1
A0A3Q7EMC4,0.462261504,0.138888889,0,0.070707071,4.64,-0.066,1.0861,1
A0A2K1K2C9,0.558536125,0.122241087,0,0.078098472,0.61,-0.201,0.858298,1
B4FEM1,0.38392555,0.258883249,0.715736041,0.223350254,0.09,0.115,0.693179,1
A0A804QA25,0.410094408,0.238562092,0.27124183,0.323529412,2.51,0.124,1.35333,1
Q8H110,0.379129575,0.367952522,0.3115727,0.100890208,1.17,-0.409,1.17365,1
A0A0P0W6Y5,0.413151927,0.364795918,0.114795918,0.033163265,-1.32,-0.467,0.116766,1
Q84J88,0.380965909,0.213068182,0.079545455,0.227272727,3.86,0.247,2.07736,1
A0A804N3V8,0.47537037,0.183333333,0,0,0.14,-0.188,0.685338,1
A9S111,0.513746959,0.193430657,0,0.047445255,-0.16,-0.356,0.666111,1
Q42485,0.427339181,0.197368421,0,0.057017544,-0.36,-0.13,0.527374,1
Q9S7R2,0.553291476,0.140410959,0,0.099315068,-0.25,-0.21,0.304689,1
A0A3P6A086,0.422460075,0.155963303,0.339449541,0.327217125,3.51,0.241,2.07446,1
A0A7I4AHZ5,0.439185751,0.29389313,0,0.11259542,-0.28,-0.27,0.595232,1
Q9FT93,0.382978119,0.352941176,0.337595908,0.235294118,0.31,-0.411,0.547565,1
A0A804R8X0,0.463842142,0.206377325,0.032772365,0.052258636,2.77,0.011,0.829793,1
A0A0P0X7E2,0.413708848,0.211419753,0.199845679,0.146604938,5.32,0.224,1.52692,1
Q2QYW2,0.481284153,0.235948478,0,0.048594848,0.79,0.212,0.543775,1
A0A3P6ABC0,0.453854875,0.234693878,0,0.074829932,0.22,-0.194,0.547941,1
A0A2K3DSK0,0.46191612,0.147584973,0.124329159,0.329159213,5.42,0.556,1.7565,1
A0A0P0W585,0.42842272,0.199592668,0.118126273,0.270875764,1.02,0.192,0.463437,1
C4J118,0.389830508,0.248587571,0.461864407,0.285310734,3.1,0.185,2.01591,1
Q9SJQ4,0.450513164,0.293172691,0.172690763,0.0562249,0.37,-0.383,0.177436,1
A0A2K3DXX5,0.44978371,0.130144605,0,0.442714127,3.13,0.486,0.800438,1
Q8RWI0,0.47485081,0.196930946,0,0.153452685,4.15,0.109,0.484804,1
A0A3P5ZAG2,0.406831567,0.349823322,0.300353357,0.272084806,3.96,-0.334,0.332296,1
A0A3B6TGI4,0.432752782,0.287373004,0,0.018867925,2.41,-0.253,1.18689,1
A0A3Q7HFV2,0.44151442,0.210961737,0.055842813,0.086866598,2.42,-0.026,1.30176,1
Q94AJ9,0.44519774,0.298565841,0.076923077,0.092568449,0.91,-0.346,0.729983,1
A0A804NN24,0.434474018,0.288973384,0.148288973,0.300380228,0.2,-0.337,1.30795,1
A0A0N7KDA6,0.563533835,0.101503759,0,0.142857143,0.26,-0.248,0.502332,1
A0A2K3CNN5,0.423539207,0.247956403,0.07493188,0.30653951,2.9,0.372,0.919719,1
A0A2K3E5N6,0.484105461,0.137288136,0.039830508,0.183050847,3.61,0.064,1.21555,1
B9FMT1,0.424709784,0.288557214,0.308457711,0.233830846,1.65,-0.23,1.2857,1
A0A3B6QEC7,0.4047598,0.275862069,0.360742706,0.279840849,4.61,-0.059,1.46452,1
A0A3Q7G232,0.433050847,0.305084746,0.080508475,0,0.34,-0.326,1.20814,1
A0A7I4CEG1,0.537651123,0.153713299,0,0.070811744,0.41,-0.233,0.984669,1
A0A2K1KI17,0.42318474,0.321846348,0.042680999,0.061650332,2.4,-0.096,0.965132,1
Q8L3R2,0.417940379,0.287804878,0.243902439,0.126829268,-0.17,-0.148,1.18625,1
A0A0P0W3S9,0.4633235,0.12979351,0.05899705,0.336283186,5.04,0.043,2.06892,1
A0A1D6LWM4,0.452492342,0.239348371,0.063909774,0.023182957,2.21,-0.181,0.994013,1
A0A3Q7HQA5,0.45969956,0.207459207,0,0.027972028,1.27,-0.084,0.818832,1
A0A1D6HKU0,0.384210526,0.310526316,0.363157895,0.326315789,2.26,0.005,0.582261,1
Q9LRJ9,0.473148148,0.19047619,0,0.055555556,0.29,-0.068,0.45375,1
A0A8D9G5I1,0.476702509,0.275537634,0,0,0.27,-0.415,0.565191,1
A0A7I4ECX2,0.435953026,0.233062331,0.016260163,0,0.99,0.027,1.29584,1
A0A3Q7GR58,0.430516432,0.291079812,0,0,-1.92,-0.285,0.820677,1
A0A3B6C922,0.405352304,0.359756098,0,0.075203252,0.91,-0.428,1.1186,1
A0A3B6JDH5,0.449493488,0.250361795,0,0.060781476,3.99,-0.098,1.86626,1
A0A8D9H814,0.458320292,0.256651017,0.112676056,0.097026604,0.62,-0.207,0.84786,1
A0A0P0V435,0.459427609,0.274891775,0.123376623,0.101731602,1.02,-0.261,1.0933,1
Q9LME2,0.396402602,0.354764638,0.106773823,0.082663605,1.94,-0.277,0.682528,1
A9SJZ3,0.441046144,0.212893553,0.113943028,0.098950525,2.05,-0.112,1.07246,1
A9RDV7,0.424662474,0.244528302,0.344150943,0.115471698,3.21,-0.133,1.15934,1
A0A8D9MEB0,0.401262626,0.259469697,0.335227273,0.287878788,2.96,-0.062,0.574845,1
A0A2K1IA56,0.364393294,0.265984655,0.68797954,0,3.9,0.011,1.94856,1
Q6YXZ3,0.437183718,0.321782178,0.207920792,0.148514851,-0.35,-0.245,0.376418,1
A0A3B6A2Q9,0.473482245,0.134020619,0.31443299,0.422680412,2.92,0.216,0.458978,1
A0A3Q7H860,0.424374374,0.292792793,0.342342342,0.112612613,1.06,-0.192,0.101933,1
A0A3Q7HVI0,0.488223281,0.168822328,0,0.063308373,1.98,-0.07,1.39642,1
A0A2K3E4U0,0.462349332,0.145956607,0.132149901,0.487179487,4.16,0.205,1.0578,1
A0A2K3DCM6,0.450578423,0.186440678,0.055690073,0.213075061,1.27,0.305,0.368022,1
A0A3B5XTF0,0.395042735,0.267692308,0.141538462,0.129230769,3.96,-0.105,0.681205,1
A0A8D9CWH7,0.465602384,0.298850575,0.172413793,0.118773946,-0.41,-0.51,-0.0917073,1
A0A7I4D3M2,0.448294829,0.290429043,0.168316832,0,0.21,-0.341,0.292895,1
A0A0P0W0L2,0.377937267,0.325358852,0,0.210526316,-0.36,-0.343,0.903188,1
A0A804M9U4,0.417295382,0.309670782,0.12345679,0.155349794,10.19,0.249,1.1515,1
O48822,0.414102564,0.341346154,0.153846154,0.221153846,-0.34,-0.488,-0.160316,1
A0A2K1IAX0,0.418807588,0.390243902,0.712195122,0.141463415,-0.57,-0.507,0.00823307,1
O22212,0.443140794,0.281588448,0.142599278,0.09566787,3.3,-0.085,0.256287,1
A0A2K3DNS8,0.461008747,0.24120603,0,0.291457286,3.06,0.341,0.813931,1
A0A3B6CFH6,0.438102486,0.315068493,0.260273973,0.105022831,-0.51,-0.485,-0.30036,1
A0A2K3DZK1,0.467520416,0.145879733,0,0.416481069,4.36,0.269,0.834497,1
A0A3Q7IX12,0.413953488,0.290697674,0.348837209,0.139534884,-0.64,-0.319,-0.274125,1
A0A2K3DHD7,0.495142555,0.147835269,0.070749736,0.302006336,6.1,0.581,0.875156,1
F4JMQ2,0.462192536,0.269083969,0,0.026717557,-0.28,-0.36,0.498036,1
Q9SY02,0.456722151,0.256081946,0,0,0.58,-0.241,0.872298,1
A0A3Q7H3M3,0.500623583,0.167346939,0,0.071428571,0.75,-0.028,0.922529,1
A0A0P0UYN3,0.399354438,0.27150838,0,0.044692737,2.39,0.009,0.830332,1
B3H533,0.454825871,0.304477612,0,0.086567164,-0.82,-0.415,0.624701,1
A0A3B5Y234,0.465540541,0.182432432,0,0,2.33,0.025,0.33491,1
A0A3Q7IQT7,0.397188755,0.409638554,0.39070568,0.148020654,0.79,-0.391,0.889972,1
Q9FZ93,0.413784461,0.334586466,0.19924812,0.248120301,0.63,-0.382,0.866417,1
Q00874,0.511260454,0.185483871,0,0,0.95,-0.327,0.344433,1
Q9SY74,0.322941435,0.410832232,0.421400264,0.330250991,2.44,-0.168,1.60502,1
F4KIA8,0.393499941,0.347412883,0.13093981,0.096092925,2.06,-0.244,1.19304,1
A0A3P5XWW3,0.326931567,0.264900662,0.662251656,0.284768212,2.16,0.168,3.40055,1
A0A3B6EEF5,0.422316384,0.249152542,0.279661017,0.196610169,2.95,-0.128,1.2642,1
B4FVP1,0.434733894,0.212885154,0.316526611,0.193277311,3.24,0.071,1.23316,1
Q1XGD2,0.459574848,0.234726688,0,0,-0.35,-0.258,0.71716,1
A0A2K3CUY2,0.455781289,0.225733634,0.018058691,0.399548533,12.11,0.106,3.1188,1
A0A8D9GX27,0.439727582,0.24631101,0.036322361,0.103291714,4.65,0.044,1.04343,1
A0A2K1J0U0,0.461070926,0.220614828,0,0.053345389,1.83,-0.128,1.07683,1
A0A3Q7EVM4,0.461440058,0.223684211,0.161184211,0.029605263,0.5,-0.272,0.684636,1
F4K8U4,0.379089947,0.373333333,0.171428571,0.259047619,2.93,-0.135,0.742463,1
Q0ILV4,0.422754137,0.29787234,0.388297872,0.074468085,1.57,-0.329,1.42168,1
B4FKR5,0.471045752,0.294117647,0.176470588,0,0.4,-0.557,0.415199,1
A0A2K3DZD8,0.450227943,0.242960579,0.055510861,0.189058729,2.1,-0.028,1.01197,1
A0A398A5C7,0.426366843,0.317460317,0.107142857,0,0.44,-0.339,0.118922,1
A0A8D9GYC8,0.38215002,0.375451264,0.296028881,0.090252708,1.3,-0.461,0.958924,1
A0A8D9FX19,0.405390539,0.178217822,0,0.02970297,2.06,0.02,0.523078,1
A0A7I4CB56,0.456981217,0.219959267,0.038696538,0.028513238,0.63,-0.223,0.870207,1
Q0JA99,0.455596107,0.273722628,0,0.01703163,0.69,-0.208,0.93777,1
A0A2K3DM66,0.458251058,0.131170663,0.207334274,0.392101551,5.45,0.188,-0.530413,1
Q109V1,0.419675011,0.18972332,0.067193676,0.130434783,4.58,0.267,0.893142,1
B4G0W6,0.510181959,0.229965157,0,0.12543554,-0.11,-0.361,0.473516,1
A0A3B6RGF1,0.412846069,0.26910299,0,0.295681063,4.7,-0.033,2.78701,1
A0A8D9D526,0.472280093,0.34375,0.145833333,0.171875,-0.7,-0.612,0.196614,1
A0A1D6H2L2,0.43310919,0.224783862,0.21037464,0.224783862,0.94,0.105,-0.46066,1
A0A2K1IUE2,0.431987988,0.32,0.042162162,0.022702703,0.15,-0.369,0.700857,1
A0A804UH80,0.508259587,0.123893805,0,0.068584071,1.29,-0.01,0.526884,1
B4FGJ9,0.454100196,0.211586902,0,0.211586902,2.91,-0.03,1.65359,1
Q9LIY1,0.462420012,0.172774869,0,0.094240838,1.29,-0.043,0.349677,1
A0A2K3D4P7,0.457850011,0.173996176,0,0.254302103,2.83,0.185,0.818734,1
A0A8D9HRQ5,0.481620494,0.150134048,0,0,2.57,-0.104,0.972124,1
A0A804QSE7,0.454239316,0.264615385,0.070769231,0.076923077,2.42,-0.13,0.90144,1
A0A3B6JMH2,0.403244838,0.218289086,0,0.159292035,3.92,0.058,1.05918,1
A0A804Q405,0.431100218,0.230392157,0.213235294,0.289215686,1.95,0.029,0.476309,1
A0A2K3DV81,0.444848485,0.138181818,0.327272727,0.370909091,7.3,0.114,2.80689,1
A0A804Q6L6,0.395348837,0.341860465,0.218604651,0.209302326,1.38,-0.321,0.816283,1
A0A3Q7H6J2,0.446926489,0.238593156,0,0.078897338,2.27,0.083,0.890936,1
A8J5A8,0.455394691,0.198552223,0.068252327,0.31540848,2.7,0.018,1.24568,1
Q9FN68,0.388090615,0.273786408,0.555339806,0.188349515,3.02,0.173,1.42754,1
A0A8D9DLJ1,0.436144312,0.215139442,0,0.033864542,1.52,-0.188,0.573326,1
I2G9B3,0.531147313,0.175438596,0,0,-0.02,-0.326,0.478662,1
A0A804LKH5,0.442585034,0.269387755,0.036734694,0,-0.07,-0.277,1.18965,1
Q7XAL5,0.438654971,0.3,0.1,0.110526316,-0.48,-0.398,0.182581,1
Q9FMU5,0.431929182,0.302197802,0.205128205,0.106227106,0.19,-0.183,1.45631,1
A0A3B6LRS9,0.495669935,0.156862745,0,0.014705882,2.8,-0.25,0.740421,1
A9QM73,0.454181093,0.196411709,0,0.07082153,2.59,0.195,0.970359,1
A0A2K3DLP0,0.477399381,0.139318885,0.058823529,0.523219814,7.4,0.316,2.66915,1
A0A3P5Y6P2,0.426929601,0.259541985,0.022900763,0.160305344,2.29,-0.039,1.43814,1
A0A2K1JM34,0.404694836,0.338028169,0.230046948,0.051643192,-0.03,-0.445,0.317235,1
Q8GYD9,0.434553116,0.275449102,0.105788423,0.041916168,3.61,-0.089,1.39276,1
A0A804RDE1,0.554496281,0.144016227,0,0,-0.58,-0.181,0.283486,1
A0A1P8ASY7,0.391439272,0.410914928,0.046548957,0.123595506,0.58,-0.352,0.965148,1
B7EU89,0.435776503,0.195028681,0,0.231357553,0.49,0.146,0.624309,1
A0A3Q7GAF4,0.463178295,0.19622093,0,0,1.03,-0.114,0.792646,1
A0A3Q7HMP6,0.46244801,0.256684492,0,0,2.44,-0.445,0.346394,1
A0A3Q7H9D2,0.434324009,0.127622378,0,0.162587413,2.44,0.447,0.782795,1
Q0DVU4,0.412478391,0.222065064,0.360678925,0.086280057,4.14,0.03,0.733609,1
Q9FHS7,0.388012374,0.278422274,0.106728538,0.199535963,2.58,0.158,0.733119,1
A0A2K3CTL2,0.46447944,0.291338583,0.263779528,0.251968504,0.26,-0.429,0.181993,1
A0A2K3DJW2,0.443315018,0.157967033,0.07967033,0.590659341,3.54,0.247,0.768829,1
Q8L795,0.421154335,0.320366133,0.135011442,0.137299771,0.01,-0.253,0.318052,1
A0A2K3DLR1,0.457644328,0.11618799,0.339425587,0.629677981,6.33,0.46,2.29262,1
A0A397YIN8,0.4836437,0.148044693,0,0.083798883,1.38,-0.192,0.679376,1
Q69V11,0.424842105,0.301052632,0,0,-0.22,-0.33,0.561809,1
A0A3P5ZCN8,0.467911877,0.211206897,0,0.064655172,-0.34,-0.191,0.7546,1
A0A2K3CXG1,0.478061638,0.110531804,0.076642336,0.556308655,7.83,0.313,2.40589,1
A0A3B6D785,0.453511111,0.306666667,0.08,0.109333333,-0.35,-0.352,0.550799,1
A0A096R4D2,0.421714286,0.243571429,0.031428571,0.1,3.4,0.294,1.08436,1
A0A3B6GX40,0.460454242,0.21242485,0.076152305,0.090180361,1.17,-0.189,0.332508,1
Q9S837,0.484751773,0.186170213,0,0.14893617,-0.12,-0.262,0.927495,1
A0A8D9ME72,0.435855772,0.199164345,0,0.137883008,2.57,0.513,0.618036,1
A0A0P0WAD7,0.316984127,0.264285714,1,0.492857143,5.93,0.153,4.67317,1
A0A2K1KKT5,0.479137645,0.262686567,0,0.041791045,-0.23,-0.354,0.937394,1
P14614,0.443355556,0.184,0.044,0.066,-0.13,0,0.880269,1
A0A3Q7FCC1,0.456029377,0.245202559,0,0,1.76,-0.237,0.642033,1
A0A2K1KA22,0.340997151,0.370512821,0.721794872,0.300641026,6.82,0.103,3.02817,1
Q9C7V3,0.463217338,0.233516484,0,0,-0.19,-0.34,0.434785,1
A0A804PF57,0.438492063,0.164285714,0,0,1.9,0.023,1.31411,1
A0A2K1IQS3,0.472302738,0.21900161,0.072463768,0.054750403,0.96,-0.323,0.710674,1
Q0DQD2,0.456873823,0.259887006,0.18079096,0.06779661,-0.51,-0.311,0.550178,1
M4EWB1,0.468173258,0.316384181,0,0.107344633,-0.92,-0.619,0.143262,1
A0A1P8AME1,0.407312441,0.072649573,0,0.568376068,-0.62,0.868,-0.565452,1
A0A3Q7JI59,0.403398872,0.242798354,0.373113855,0.076817558,2.76,0.024,0.682447,1
B7ECI1,0.461200429,0.173633441,0,0.061093248,2.61,0.041,0.264128,1
B4FH94,0.442088507,0.223495702,0,0.083094556,2.23,0.038,-0.0297469,1
A0A1P8AMD8,0.45462963,0.258974359,0,0.033333333,2.27,-0.064,0.89471,1
Q9FI33,0.428816621,0.208672087,0,0.097560976,2.68,0.21,0.255895,1
A0A2K3DMQ4,0.459265838,0.252220249,0.115452931,0.179396092,1.81,-0.216,1.35947,1
A0A3Q7HIG5,0.422201983,0.214936248,0.021857923,0.06557377,1.87,0.253,1.14838,1
F4IE28,0.45337379,0.275682705,0,0,0.02,-0.28,0.767162,1
Q8GXB3,0.445208701,0.164021164,0.261904762,0.171957672,2.88,0.102,1.081,1
Q69X44,0.493254902,0.188235294,0,0.089411765,0.77,-0.269,1.37757,1
F4I642,0.437559866,0.232758621,0,0.067887931,2.43,0.015,0.706444,1
A0A1P8AVG9,0.460939562,0.243467933,0,0.01543943,0.96,-0.214,0.968252,1
F4HXL3,0.459492888,0.235621521,0.092764378,0.020408163,-0.48,-0.281,0.544559,1
A0A804QNB7,0.486124795,0.231527094,0,0.096059113,0.24,-0.328,0.665899,1
A0A2K1L2I5,0.446821869,0.234920635,0.191746032,0.104126984,2.72,-0.108,1.15211,1
F4IDX2,0.404252401,0.12345679,0.537037037,0.672839506,5.37,0.23,0.131844,1
A0A804QX85,0.444465568,0.19581749,0.039923954,0.153992395,1.9,0.059,0.54763,1
A0A3Q7G388,0.410068191,0.306859206,0.144404332,0,-0.9,-0.254,0.355786,1
A0A3B6ISM7,0.361571598,0.378342246,0.256684492,0.430481283,9.39,-0.168,2.56552,1
A0A2K3D160,0.463933772,0.201077199,0,0.222621185,3.12,0.028,1.01711,1
A0A397Z5P8,0.458845548,0.260638298,0.081560284,0.079787234,3.1,-0.223,0.473173,1
A0A0P0XS43,0.464172043,0.228387097,0,0,3.04,-0.214,1.06769,1
Q9SA55,0.410740741,0.354761905,0.24047619,0.183333333,-0.36,-0.244,0.751088,1
A0A1D6GDC3,0.424946921,0.305732484,0.401273885,0.369426752,1.04,-0.391,0.197741,1
A0A3B6FHH8,0.388120567,0.372340426,1,0.585106383,0.47,-0.33,0.140256,1
A0A8D9CY22,0.457753086,0.213333333,0.053333333,0,0.65,-0.226,0.709629,1
A0A3B6PH05,0.449131944,0.109375,0.807291667,0.75,8.99,0.18,5.54336,1
Q8RWZ0,0.390987654,0.315873016,0,0.080952381,5.62,-0.2,1.06907,1
A9SCJ2,0.439484702,0.231884058,0.089855072,0,1.3,-0.172,0.30874,1
A0A1P8BEN9,0.47482781,0.2,0,0.044444444,1.26,-0.131,0.922464,1
A0A3P6BP23,0.388550908,0.197718631,0,0.049429658,1.56,0.155,1.24728,1
A0A398AN93,0.408421798,0.343949045,0.337579618,0.407643312,-0.04,-0.435,0.035791,1
A0A3Q7HH73,0.436377473,0.219178082,0,0.086757991,3.24,-0.082,0.336952,1
A0A804PUV7,0.435273369,0.291005291,0.291005291,0.201058201,0.84,-0.297,0.133281,1
Q9ZV40,0.462112933,0.17704918,0.006557377,0.163934426,0.3,-0.141,0.960427,1
Q8S2G4,0.405056361,0.347826087,0.07826087,0.101449275,2.13,-0.368,0.526737,1
A0A2K3D414,0.43236715,0.266045549,0.040372671,0.106625259,2.98,-0.132,0.726291,1
A0A3Q7FCB6,0.451534392,0.182857143,0.100952381,0.112380952,1.43,0.076,0.659054,1
A0A397Y274,0.442467043,0.338983051,0,0.06779661,-0.88,-0.507,-0.206431,1
A0A8D9HSR9,0.409739785,0.320182094,0.085988872,0.067779464,1,-0.205,1.43594,1
A0A3B6ATB6,0.448668503,0.184573003,0.022038567,0.236914601,2.45,0.054,1.36746,1
A0A3P6BYT9,0.463400901,0.192567568,0,0.094594595,3.03,0.025,0.816022,1
Q10RJ0,0.419166667,0.285,0.158333333,0.113333333,2.93,0.018,0.728186,1
A0A7I4EB33,0.432345546,0.275323276,0,0.037715517,1.79,-0.125,1.19451,1
Q93YN8,0.395608108,0.293918919,0.222972973,0.118243243,1.69,0.01,0.964887,1
A0A7I4AR25,0.446475954,0.235074627,0,0,1.85,-0.198,1.65578,1
A0A3Q7ERG1,0.425725726,0.297297297,0.13963964,0,0.8,-0.444,0.0233107,1
A0A3B6D588,0.44280089,0.32357473,0.104776579,0.073959938,1.14,-0.425,1.29633,1
